"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that ACTUAL_DELIVERY_DATE is properly cleaned and parsed.","154","test_clean_actual_delivery_date","","Sat Mar 29 09:00:21 GMT 2025","broken","Sat Mar 29 09:00:21 GMT 2025","","test_order_lines","",""
"Test that rows with null values are dropped.","294","test_drop_null_values","","Sat Mar 29 09:00:22 GMT 2025","passed","Sat Mar 29 09:00:22 GMT 2025","","test_order_lines","",""
"Test that rows with unwanted values are filtered out.","459","test_filter_unwanted_values","","Sat Mar 29 09:00:21 GMT 2025","passed","Sat Mar 29 09:00:22 GMT 2025","","test_order_lines","",""
"Test that load_order_lines_data correctly loads CSV data with the specified schema.","3065","test_load_order_lines_data","","Sat Mar 29 09:00:13 GMT 2025","passed","Sat Mar 29 09:00:16 GMT 2025","","test_order_lines","",""
"Test filter_invalid_quantities with null values in quantities.","229","test_filter_invalid_quantities_with_null_values","","Sat Mar 29 09:00:25 GMT 2025","passed","Sat Mar 29 09:00:25 GMT 2025","","test_order_lines","",""
"Test handling of PRODUCT_ID with completely non-numeric content.","132","test_clean_product_id_with_invalid_format","","Sat Mar 29 09:00:25 GMT 2025","passed","Sat Mar 29 09:00:25 GMT 2025","","test_order_lines","",""
"Test that rows with invalid quantities are filtered out.","364","test_filter_invalid_quantities","","Sat Mar 29 09:00:17 GMT 2025","passed","Sat Mar 29 09:00:18 GMT 2025","","test_order_lines","",""
"Test that AGREED_DELIVERY_DATE is properly cleaned and parsed.","158","test_clean_agreed_delivery_date","","Sat Mar 29 09:00:19 GMT 2025","broken","Sat Mar 29 09:00:19 GMT 2025","","test_order_lines","",""
"Test handling of empty strings in ORDER_ID.","138","test_clean_order_id_empty_string","","Sat Mar 29 09:00:24 GMT 2025","passed","Sat Mar 29 09:00:25 GMT 2025","","test_order_lines","",""
"Test that column names are converted to lowercase.","25","test_convert_column_names_to_lowercase","","Sat Mar 29 09:00:22 GMT 2025","passed","Sat Mar 29 09:00:22 GMT 2025","","test_order_lines","",""
"Test add_derived_columns with null dates.","155","test_add_derived_columns_with_null_dates","","Sat Mar 29 09:00:25 GMT 2025","passed","Sat Mar 29 09:00:25 GMT 2025","","test_order_lines","",""
"Integration test for the entire data cleaning pipeline.","316","test_clean_order_lines_data_integration","","Sat Mar 29 09:00:24 GMT 2025","broken","Sat Mar 29 09:00:24 GMT 2025","","test_order_lines","",""
"Test that ORDER_QTY and DELIVERY_QTY are properly cleaned.","1048","test_clean_order_qty_and_delivery_qty","","Sat Mar 29 09:00:16 GMT 2025","passed","Sat Mar 29 09:00:17 GMT 2025","","test_order_lines","",""
"Test that derived columns are correctly added.","226","test_add_derived_columns","","Sat Mar 29 09:00:22 GMT 2025","passed","Sat Mar 29 09:00:22 GMT 2025","","test_order_lines","",""
