"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test handling of empty strings in ORDER_ID.","132","test_clean_order_id_empty_string","","Mon Apr 14 13:28:36 GMT 2025","passed","Mon Apr 14 13:28:36 GMT 2025","","test_order_lines","",""
"Test that rows with null values are dropped.","205","test_drop_null_values","","Mon Apr 14 13:28:35 GMT 2025","passed","Mon Apr 14 13:28:36 GMT 2025","","test_order_lines","",""
"Test that customer_id is properly cleaned and converted to integer.","838","test_clean_orders_data_customer_id_cleaning","","Mon Apr 14 13:28:37 GMT 2025","passed","Mon Apr 14 13:28:38 GMT 2025","","test_orders","",""
"Test renaming columns to lowercase.","42","test_rename_columns_to_lowercase","","Mon Apr 14 13:28:27 GMT 2025","passed","Mon Apr 14 13:28:27 GMT 2025","","test_customer_targets","",""
"Test that column names are converted to lowercase.","18","test_convert_column_names_to_lowercase","","Mon Apr 14 13:28:36 GMT 2025","passed","Mon Apr 14 13:28:36 GMT 2025","","test_order_lines","",""
"Test that data is correctly written to the specified path.","1466","test_write_transformed_data","","Mon Apr 14 13:28:31 GMT 2025","passed","Mon Apr 14 13:28:33 GMT 2025","","test_customers","",""
"Test that rows with invalid quantities are filtered out.","246","test_filter_invalid_quantities","","Mon Apr 14 13:28:35 GMT 2025","passed","Mon Apr 14 13:28:35 GMT 2025","","test_order_lines","",""
"Test that rows with null values are properly removed.","410","test_clean_orders_data_drop_nulls","","Mon Apr 14 13:28:39 GMT 2025","passed","Mon Apr 14 13:28:39 GMT 2025","","test_orders","",""
"Test that load_order_lines_data correctly loads CSV data with the specified schema.","164","test_load_order_lines_data","","Mon Apr 14 13:28:34 GMT 2025","passed","Mon Apr 14 13:28:35 GMT 2025","","test_order_lines","",""
"Test loading customer targets data.","1409","test_load_customer_targets_data","","Mon Apr 14 13:28:23 GMT 2025","passed","Mon Apr 14 13:28:24 GMT 2025","","test_customer_targets","",""
"Test the complete cleaning process.","146","test_clean_products_data","","Mon Apr 14 13:28:40 GMT 2025","passed","Mon Apr 14 13:28:41 GMT 2025","","test_products","",""
"Test that order_placement_date is properly cleaned and standardized.","607","test_clean_orders_data_date_cleaning","","Mon Apr 14 13:28:38 GMT 2025","passed","Mon Apr 14 13:28:39 GMT 2025","","test_orders","",""
"Test that valid customer IDs are properly handled.","311","test_clean_customer_id_valid_ids","","Mon Apr 14 13:28:30 GMT 2025","passed","Mon Apr 14 13:28:30 GMT 2025","","test_customers","",""
"Test that null values are dropped correctly.","659","test_drop_na_values","","Mon Apr 14 13:28:29 GMT 2025","passed","Mon Apr 14 13:28:29 GMT 2025","","test_customers","",""
"Test filtering of unwanted values.","574","test_clean_orders_data_unwanted_values","","Mon Apr 14 13:28:37 GMT 2025","passed","Mon Apr 14 13:28:37 GMT 2025","","test_orders","",""
"Test formatting the 'mmm_yy' column to 'dd-MM-yyyy' format.","198","test_format_mmm_yy_column","","Mon Apr 14 13:28:34 GMT 2025","passed","Mon Apr 14 13:28:34 GMT 2025","","test_dates","",""
"Test that columns are properly renamed.","111","test_clean_orders_data_column_renaming","","Mon Apr 14 13:28:37 GMT 2025","passed","Mon Apr 14 13:28:37 GMT 2025","","test_orders","",""
"Test filter_invalid_quantities with null values in quantities.","203","test_filter_invalid_quantities_with_null_values","","Mon Apr 14 13:28:36 GMT 2025","passed","Mon Apr 14 13:28:36 GMT 2025","","test_order_lines","",""
"Test filtering valid products.","206","test_filter_valid_products","","Mon Apr 14 13:28:40 GMT 2025","passed","Mon Apr 14 13:28:40 GMT 2025","","test_products","",""
"Test cleaning and transforming dates data.","397","test_clean_dates_data","","Mon Apr 14 13:28:34 GMT 2025","passed","Mon Apr 14 13:28:34 GMT 2025","","test_dates","",""
