"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cleaning and transforming dates data.","452","test_clean_dates_data","","Mon Apr 14 12:48:16 GMT 2025","passed","Mon Apr 14 12:48:16 GMT 2025","","test_dates","",""
"Test that derived columns are correctly added.","149","test_add_derived_columns","","Mon Apr 14 12:48:21 GMT 2025","passed","Mon Apr 14 12:48:21 GMT 2025","","test_order_lines","",""
"Test filtering valid products.","181","test_filter_valid_products","","Mon Apr 14 12:48:28 GMT 2025","passed","Mon Apr 14 12:48:28 GMT 2025","","test_products","",""
"Test that rows with unwanted values are filtered out.","324","test_filter_unwanted_values","","Mon Apr 14 12:48:20 GMT 2025","passed","Mon Apr 14 12:48:20 GMT 2025","","test_order_lines","",""
"Test that rows with null values are properly removed.","395","test_clean_orders_data_drop_nulls","","Mon Apr 14 12:48:27 GMT 2025","passed","Mon Apr 14 12:48:27 GMT 2025","","test_orders","",""
"Test cleaning special characters from the 'date' and 'mmm_yy' columns.","372","test_clean_special_characters","","Mon Apr 14 12:48:14 GMT 2025","passed","Mon Apr 14 12:48:15 GMT 2025","","test_dates","",""
"Test cleaning the CUSTOMER_ID column.","2208","test_clean_customer_id","","Mon Apr 14 12:48:05 GMT 2025","passed","Mon Apr 14 12:48:07 GMT 2025","","test_customer_targets","",""
"Test cleaning null and empty values.","177","test_clean_nulls_and_empty_values","","Mon Apr 14 12:48:27 GMT 2025","passed","Mon Apr 14 12:48:27 GMT 2025","","test_products","",""
"Test that null values are dropped correctly.","869","test_drop_na_values","","Mon Apr 14 12:48:09 GMT 2025","passed","Mon Apr 14 12:48:10 GMT 2025","","test_customers","",""
"Test add_derived_columns with null dates.","106","test_add_derived_columns_with_null_dates","","Mon Apr 14 12:48:24 GMT 2025","passed","Mon Apr 14 12:48:24 GMT 2025","","test_order_lines","",""
"Test cleaning special characters.","194","test_clean_special_characters","","Mon Apr 14 12:48:28 GMT 2025","passed","Mon Apr 14 12:48:28 GMT 2025","","test_products","",""
"Test filtering of unwanted values.","614","test_clean_orders_data_unwanted_values","","Mon Apr 14 12:48:24 GMT 2025","passed","Mon Apr 14 12:48:25 GMT 2025","","test_orders","",""
"Test that ACTUAL_DELIVERY_DATE is properly cleaned and parsed.","148","test_clean_actual_delivery_date","","Mon Apr 14 12:48:20 GMT 2025","broken","Mon Apr 14 12:48:20 GMT 2025","","test_order_lines","",""
"Test that invalid customer IDs are filtered out.","324","test_clean_customer_id_invalid_ids","","Mon Apr 14 12:48:11 GMT 2025","passed","Mon Apr 14 12:48:11 GMT 2025","","test_customers","",""
"Test that ORDER_QTY and DELIVERY_QTY are properly cleaned.","137","test_clean_order_qty_and_delivery_qty","","Mon Apr 14 12:48:16 GMT 2025","passed","Mon Apr 14 12:48:17 GMT 2025","","test_order_lines","",""
"Integration test for the entire data cleaning pipeline.","1168","test_clean_customer_data_integration","","Mon Apr 14 12:48:11 GMT 2025","passed","Mon Apr 14 12:48:12 GMT 2025","","test_customers","",""
"Test formatting the 'date' column to 'dd-MM-yyyy' format.","257","test_format_date_column","","Mon Apr 14 12:48:15 GMT 2025","passed","Mon Apr 14 12:48:15 GMT 2025","","test_dates","",""
"Test renaming columns to lowercase.","45","test_rename_columns_to_lowercase","","Mon Apr 14 12:48:08 GMT 2025","passed","Mon Apr 14 12:48:08 GMT 2025","","test_customer_targets","",""
"Integration test for the entire data cleaning pipeline.","293","test_clean_order_lines_data_integration","","Mon Apr 14 12:48:23 GMT 2025","broken","Mon Apr 14 12:48:23 GMT 2025","","test_order_lines","",""
"Test that load_customers_data correctly loads CSV data with the specified schema.","793","test_load_customers_data","","Mon Apr 14 12:48:08 GMT 2025","passed","Mon Apr 14 12:48:09 GMT 2025","","test_customers","",""
"Test that columns are properly renamed.","122","test_clean_orders_data_column_renaming","","Mon Apr 14 12:48:24 GMT 2025","passed","Mon Apr 14 12:48:24 GMT 2025","","test_orders","",""
"Test formatting the 'mmm_yy' column to 'dd-MM-yyyy' format.","159","test_format_mmm_yy_column","","Mon Apr 14 12:48:15 GMT 2025","passed","Mon Apr 14 12:48:15 GMT 2025","","test_dates","",""
"Test handling of empty strings in clean_string_columns.","177","test_clean_string_columns_empty_strings","","Mon Apr 14 12:48:14 GMT 2025","passed","Mon Apr 14 12:48:14 GMT 2025","","test_customers","",""
"Test renaming columns to lowercase and replacing special characters.","24","test_rename_and_lowercase_columns","","Mon Apr 14 12:48:14 GMT 2025","passed","Mon Apr 14 12:48:14 GMT 2025","","test_dates","",""
"Test dropping rows with invalid values.","337","test_drop_invalid_rows","","Mon Apr 14 12:48:07 GMT 2025","passed","Mon Apr 14 12:48:08 GMT 2025","","test_customer_targets","",""
"Test loading dates data.","21","test_load_dates_data","","Mon Apr 14 12:48:14 GMT 2025","passed","Mon Apr 14 12:48:14 GMT 2025","","test_dates","",""
"Test filtering out rows with null or unwanted values.","258","test_filter_unwanted_values","","Mon Apr 14 12:48:15 GMT 2025","passed","Mon Apr 14 12:48:15 GMT 2025","","test_dates","",""
"Test that all column names are converted to lowercase.","28","test_rename_columns_to_lowercase","","Mon Apr 14 12:48:11 GMT 2025","passed","Mon Apr 14 12:48:11 GMT 2025","","test_customers","",""
"Test that string columns are properly trimmed of whitespace.","166","test_trim_string_columns","","Mon Apr 14 12:48:10 GMT 2025","passed","Mon Apr 14 12:48:11 GMT 2025","","test_customers","",""
"Test that customer_id is properly cleaned and converted to integer.","985","test_clean_orders_data_customer_id_cleaning","","Mon Apr 14 12:48:25 GMT 2025","passed","Mon Apr 14 12:48:26 GMT 2025","","test_orders","",""
"Test that rows with null values are dropped.","240","test_drop_null_values","","Mon Apr 14 12:48:20 GMT 2025","passed","Mon Apr 14 12:48:21 GMT 2025","","test_order_lines","",""
"Test dropping rows with null 'week_no' values.","132","test_drop_invalid_rows","","Mon Apr 14 12:48:16 GMT 2025","passed","Mon Apr 14 12:48:16 GMT 2025","","test_dates","",""
"Test handling of empty strings in ORDER_ID.","124","test_clean_order_id_empty_string","","Mon Apr 14 12:48:23 GMT 2025","passed","Mon Apr 14 12:48:23 GMT 2025","","test_order_lines","",""
"Test that order_placement_date is properly cleaned and standardized.","598","test_clean_orders_data_date_cleaning","","Mon Apr 14 12:48:26 GMT 2025","passed","Mon Apr 14 12:48:26 GMT 2025","","test_orders","",""
"Test normalizing column names.","229","test_normalize_column_names","","Mon Apr 14 12:48:27 GMT 2025","passed","Mon Apr 14 12:48:27 GMT 2025","","test_products","",""
"Test cleaning and transforming customer targets data.","684","test_clean_customer_targets_data","","Mon Apr 14 12:48:08 GMT 2025","passed","Mon Apr 14 12:48:08 GMT 2025","","test_customer_targets","",""
"Test loading customer targets data.","1571","test_load_customer_targets_data","","Mon Apr 14 12:48:03 GMT 2025","passed","Mon Apr 14 12:48:05 GMT 2025","","test_customer_targets","",""
"Test that duplicate rows are properly removed.","276","test_clean_orders_data_drop_duplicates","","Mon Apr 14 12:48:26 GMT 2025","passed","Mon Apr 14 12:48:27 GMT 2025","","test_orders","",""
"Test the complete cleaning process.","158","test_clean_products_data","","Mon Apr 14 12:48:28 GMT 2025","passed","Mon Apr 14 12:48:28 GMT 2025","","test_products","",""
"Test that valid customer IDs are properly handled.","351","test_clean_customer_id_valid_ids","","Mon Apr 14 12:48:11 GMT 2025","passed","Mon Apr 14 12:48:11 GMT 2025","","test_customers","",""
"Test handling of PRODUCT_ID with completely non-numeric content.","125","test_clean_product_id_with_invalid_format","","Mon Apr 14 12:48:23 GMT 2025","passed","Mon Apr 14 12:48:23 GMT 2025","","test_order_lines","",""
"Test filter_invalid_quantities with null values in quantities.","240","test_filter_invalid_quantities_with_null_values","","Mon Apr 14 12:48:23 GMT 2025","passed","Mon Apr 14 12:48:24 GMT 2025","","test_order_lines","",""
"Test that load_order_lines_data correctly loads CSV data with the specified schema.","166","test_load_order_lines_data","","Mon Apr 14 12:48:16 GMT 2025","passed","Mon Apr 14 12:48:16 GMT 2025","","test_order_lines","",""
"Test that column names are converted to lowercase.","36","test_convert_column_names_to_lowercase","","Mon Apr 14 12:48:21 GMT 2025","passed","Mon Apr 14 12:48:21 GMT 2025","","test_order_lines","",""
"Test that duplicate rows are dropped correctly.","261","test_drop_duplicates","","Mon Apr 14 12:48:10 GMT 2025","passed","Mon Apr 14 12:48:10 GMT 2025","","test_customers","",""
"Test that AGREED_DELIVERY_DATE is properly cleaned and parsed.","145","test_clean_agreed_delivery_date","","Mon Apr 14 12:48:18 GMT 2025","broken","Mon Apr 14 12:48:18 GMT 2025","","test_order_lines","",""
"Test that data is correctly written to the specified path.","1723","test_write_transformed_data","","Mon Apr 14 12:48:12 GMT 2025","passed","Mon Apr 14 12:48:14 GMT 2025","","test_customers","",""
"Test that rows with invalid quantities are filtered out.","269","test_filter_invalid_quantities","","Mon Apr 14 12:48:17 GMT 2025","passed","Mon Apr 14 12:48:17 GMT 2025","","test_order_lines","",""
"Test converting product_id.","202","test_convert_product_id","","Mon Apr 14 12:48:27 GMT 2025","passed","Mon Apr 14 12:48:28 GMT 2025","","test_products","",""
"Test replacing negative values in target columns with None.","436","test_handle_negative_values","","Mon Apr 14 12:48:07 GMT 2025","passed","Mon Apr 14 12:48:07 GMT 2025","","test_customer_targets","",""
"Test cleaning the 'week_no' column by removing 'W' and casting to integer.","175","test_clean_week_no_column","","Mon Apr 14 12:48:15 GMT 2025","passed","Mon Apr 14 12:48:16 GMT 2025","","test_dates","",""
"Test that load_orders_data correctly loads CSV data with the specified schema.","117","test_load_orders_data","","Mon Apr 14 12:48:24 GMT 2025","passed","Mon Apr 14 12:48:24 GMT 2025","","test_orders","",""
