"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that duplicate rows are properly removed.","290","test_clean_orders_data_drop_duplicates","","Mon Apr 14 14:33:13 GMT 2025","passed","Mon Apr 14 14:33:13 GMT 2025","","test_orders","",""
"Test that valid customer IDs are properly handled.","338","test_clean_customer_id_valid_ids","","Mon Apr 14 14:33:03 GMT 2025","passed","Mon Apr 14 14:33:03 GMT 2025","","test_customers","",""
"Test that ORDER_QTY and DELIVERY_QTY are properly cleaned.","153","test_clean_order_qty_and_delivery_qty","","Mon Apr 14 14:33:08 GMT 2025","passed","Mon Apr 14 14:33:09 GMT 2025","","test_order_lines","",""
"Test formatting the 'mmm_yy' column to 'dd-MM-yyyy' format.","199","test_format_mmm_yy_column","","Mon Apr 14 14:33:07 GMT 2025","passed","Mon Apr 14 14:33:07 GMT 2025","","test_dates","",""
"Test add_derived_columns with null dates.","164","test_add_derived_columns_with_null_dates","","Mon Apr 14 14:33:10 GMT 2025","passed","Mon Apr 14 14:33:10 GMT 2025","","test_order_lines","",""
"Test formatting the 'date' column to 'dd-MM-yyyy' format.","200","test_format_date_column","","Mon Apr 14 14:33:07 GMT 2025","passed","Mon Apr 14 14:33:07 GMT 2025","","test_dates","",""
"Test normalizing column names.","239","test_normalize_column_names","","Mon Apr 14 14:33:13 GMT 2025","passed","Mon Apr 14 14:33:14 GMT 2025","","test_products","",""
"Test that column names are converted to lowercase.","44","test_convert_column_names_to_lowercase","","Mon Apr 14 14:33:09 GMT 2025","passed","Mon Apr 14 14:33:09 GMT 2025","","test_order_lines","",""
"Test dropping rows with invalid values.","339","test_drop_invalid_rows","","Mon Apr 14 14:33:00 GMT 2025","passed","Mon Apr 14 14:33:01 GMT 2025","","test_customer_targets","",""
"Test cleaning the CUSTOMER_ID column.","2218","test_clean_customer_id","","Mon Apr 14 14:32:58 GMT 2025","passed","Mon Apr 14 14:33:00 GMT 2025","","test_customer_targets","",""
"Test handling of empty strings in clean_string_columns.","158","test_clean_string_columns_empty_strings","","Mon Apr 14 14:33:06 GMT 2025","passed","Mon Apr 14 14:33:06 GMT 2025","","test_customers","",""
"Test cleaning null and empty values.","189","test_clean_nulls_and_empty_values","","Mon Apr 14 14:33:14 GMT 2025","passed","Mon Apr 14 14:33:14 GMT 2025","","test_products","",""
"Test cleaning special characters from the 'date' and 'mmm_yy' columns.","326","test_clean_special_characters","","Mon Apr 14 14:33:06 GMT 2025","passed","Mon Apr 14 14:33:07 GMT 2025","","test_dates","",""
"Test dropping rows with null 'week_no' values.","128","test_drop_invalid_rows","","Mon Apr 14 14:33:08 GMT 2025","passed","Mon Apr 14 14:33:08 GMT 2025","","test_dates","",""
"Test renaming columns to lowercase and replacing special characters.","26","test_rename_and_lowercase_columns","","Mon Apr 14 14:33:06 GMT 2025","passed","Mon Apr 14 14:33:06 GMT 2025","","test_dates","",""
"Test cleaning special characters.","210","test_clean_special_characters","","Mon Apr 14 14:33:14 GMT 2025","passed","Mon Apr 14 14:33:14 GMT 2025","","test_products","",""
"Test that duplicate rows are dropped correctly.","276","test_drop_duplicates","","Mon Apr 14 14:33:03 GMT 2025","passed","Mon Apr 14 14:33:03 GMT 2025","","test_customers","",""
"Test cleaning the 'week_no' column by removing 'W' and casting to integer.","194","test_clean_week_no_column","","Mon Apr 14 14:33:07 GMT 2025","passed","Mon Apr 14 14:33:08 GMT 2025","","test_dates","",""
"Test that rows with null values are dropped.","252","test_drop_null_values","","Mon Apr 14 14:33:09 GMT 2025","passed","Mon Apr 14 14:33:09 GMT 2025","","test_order_lines","",""
"Test filtering out rows with null or unwanted values.","191","test_filter_unwanted_values","","Mon Apr 14 14:33:07 GMT 2025","passed","Mon Apr 14 14:33:07 GMT 2025","","test_dates","",""
"Test renaming columns to lowercase.","56","test_rename_columns_to_lowercase","","Mon Apr 14 14:33:01 GMT 2025","passed","Mon Apr 14 14:33:01 GMT 2025","","test_customer_targets","",""
"Test that customer_id is properly cleaned and converted to integer.","991","test_clean_orders_data_customer_id_cleaning","","Mon Apr 14 14:33:11 GMT 2025","passed","Mon Apr 14 14:33:12 GMT 2025","","test_orders","",""
"Test that all column names are converted to lowercase.","26","test_rename_columns_to_lowercase","","Mon Apr 14 14:33:04 GMT 2025","passed","Mon Apr 14 14:33:04 GMT 2025","","test_customers","",""
"Test converting product_id.","248","test_convert_product_id","","Mon Apr 14 14:33:14 GMT 2025","passed","Mon Apr 14 14:33:14 GMT 2025","","test_products","",""
"Test replacing negative values in target columns with None.","394","test_handle_negative_values","","Mon Apr 14 14:33:00 GMT 2025","passed","Mon Apr 14 14:33:00 GMT 2025","","test_customer_targets","",""
"Test that rows with invalid quantities are filtered out.","233","test_filter_invalid_quantities","","Mon Apr 14 14:33:09 GMT 2025","passed","Mon Apr 14 14:33:09 GMT 2025","","test_order_lines","",""
"Test filtering valid products.","178","test_filter_valid_products","","Mon Apr 14 14:33:14 GMT 2025","passed","Mon Apr 14 14:33:15 GMT 2025","","test_products","",""
