"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test how the pipeline handles non-numeric values like '1.0 units' in numeric columns.","15","test_handling_non_numeric_values","","Wed Mar 12 07:03:14 GMT 2025","broken","Wed Mar 12 07:03:14 GMT 2025","","test_order_fulfillment","",""
"Test that rows with null values are correctly dropped.","252","test_drop_null_values","","Wed Mar 12 07:03:13 GMT 2025","passed","Wed Mar 12 07:03:13 GMT 2025","","test_order_fulfillment","",""
"Test that metrics are correctly transformed according to the rules.","177","test_transform_metrics[input_data3-expected_output3]","","Wed Mar 12 07:03:13 GMT 2025","passed","Wed Mar 12 07:03:13 GMT 2025","","test_order_fulfillment","",""
"Test that data is correctly written to S3.","36","test_write_transformed_data","","Wed Mar 12 07:03:15 GMT 2025","broken","Wed Mar 12 07:03:15 GMT 2025","","test_order_fulfillment","",""
"Test that order_id is correctly cleaned when it contains text values.","172","test_clean_order_id_with_text_values","","Wed Mar 12 07:03:12 GMT 2025","passed","Wed Mar 12 07:03:12 GMT 2025","","test_order_fulfillment","",""
"Test that metrics are correctly transformed according to the rules.","258","test_transform_metrics[input_data0-expected_output0]","","Wed Mar 12 07:03:12 GMT 2025","passed","Wed Mar 12 07:03:12 GMT 2025","","test_order_fulfillment","",""
"Test that order_id is correctly cleaned and normalized.","2","test_clean_order_id","","Wed Mar 12 07:03:11 GMT 2025","broken","Wed Mar 12 07:03:11 GMT 2025","","test_order_fulfillment","",""
"Test that rows with invalid order_id values are correctly filtered out.","450","test_filter_invalid_order_ids","","Wed Mar 12 07:03:12 GMT 2025","passed","Wed Mar 12 07:03:12 GMT 2025","","test_order_fulfillment","",""
"Test that metrics are correctly transformed according to the rules.","212","test_transform_metrics[input_data2-expected_output2]","","Wed Mar 12 07:03:13 GMT 2025","passed","Wed Mar 12 07:03:13 GMT 2025","","test_order_fulfillment","",""
"Test the full data cleaning pipeline with actual data format.","427","test_clean_order_fulfillment_data","","Wed Mar 12 07:03:14 GMT 2025","passed","Wed Mar 12 07:03:14 GMT 2025","","test_order_fulfillment","",""
"Test that data can be loaded from S3 with the correct schema.","52","test_load_order_fulfillment_data","","Wed Mar 12 07:03:08 GMT 2025","broken","Wed Mar 12 07:03:08 GMT 2025","","test_order_fulfillment","",""
"Test that metrics are correctly transformed according to the rules.","213","test_transform_metrics[input_data1-expected_output1]","","Wed Mar 12 07:03:12 GMT 2025","passed","Wed Mar 12 07:03:13 GMT 2025","","test_order_fulfillment","",""
"Test that columns are renamed correctly to lowercase and 'on.time' becomes 'on_time'.","2099","test_rename_columns","","Wed Mar 12 07:03:09 GMT 2025","passed","Wed Mar 12 07:03:11 GMT 2025","","test_order_fulfillment","",""
