"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test filter_invalid_quantities with null values in quantities.","267","test_filter_invalid_quantities_with_null_values","","Wed Mar 12 08:52:59 GMT 2025","passed","Wed Mar 12 08:53:00 GMT 2025","","test_order_lines","",""
"Test handling of empty strings in ORDER_ID.","177","test_clean_order_id_empty_string","","Wed Mar 12 08:52:59 GMT 2025","passed","Wed Mar 12 08:52:59 GMT 2025","","test_order_lines","",""
"Test that derived columns are correctly added.","239","test_add_derived_columns","","Wed Mar 12 08:52:57 GMT 2025","passed","Wed Mar 12 08:52:58 GMT 2025","","test_order_lines","",""
"Test that load_order_lines_data correctly loads CSV data with the specified schema.","3332","test_load_order_lines_data","","Wed Mar 12 08:52:51 GMT 2025","passed","Wed Mar 12 08:52:54 GMT 2025","","test_order_lines","",""
"Test add_derived_columns with null dates.","170","test_add_derived_columns_with_null_dates","","Wed Mar 12 08:53:00 GMT 2025","passed","Wed Mar 12 08:53:00 GMT 2025","","test_order_lines","",""
"Test that ACTUAL_DELIVERY_DATE is properly cleaned and parsed.","206","test_clean_actual_delivery_date","","Wed Mar 12 08:52:56 GMT 2025","passed","Wed Mar 12 08:52:56 GMT 2025","","test_order_lines","",""
"Test handling of PRODUCT_ID with completely non-numeric content.","168","test_clean_product_id_with_invalid_format","","Wed Mar 12 08:52:59 GMT 2025","passed","Wed Mar 12 08:52:59 GMT 2025","","test_order_lines","",""
"Test that AGREED_DELIVERY_DATE is properly cleaned and parsed.","319","test_clean_agreed_delivery_date","","Wed Mar 12 08:52:56 GMT 2025","passed","Wed Mar 12 08:52:56 GMT 2025","","test_order_lines","",""
"Test that rows with invalid quantities are filtered out.","408","test_filter_invalid_quantities","","Wed Mar 12 08:52:56 GMT 2025","passed","Wed Mar 12 08:52:56 GMT 2025","","test_order_lines","",""
"Integration test for the entire data cleaning pipeline.","1395","test_clean_order_lines_data_integration","","Wed Mar 12 08:52:58 GMT 2025","passed","Wed Mar 12 08:52:59 GMT 2025","","test_order_lines","",""
"Test that rows with unwanted values are filtered out.","526","test_filter_unwanted_values","","Wed Mar 12 08:52:56 GMT 2025","passed","Wed Mar 12 08:52:57 GMT 2025","","test_order_lines","",""
"Test that column names are converted to lowercase.","41","test_convert_column_names_to_lowercase","","Wed Mar 12 08:52:57 GMT 2025","passed","Wed Mar 12 08:52:57 GMT 2025","","test_order_lines","",""
"Test that rows with null values are dropped.","377","test_drop_null_values","","Wed Mar 12 08:52:57 GMT 2025","passed","Wed Mar 12 08:52:57 GMT 2025","","test_order_lines","",""
"Test that ORDER_QTY and DELIVERY_QTY are properly cleaned.","1118","test_clean_order_qty_and_delivery_qty","","Wed Mar 12 08:52:54 GMT 2025","passed","Wed Mar 12 08:52:56 GMT 2025","","test_order_lines","",""
